,model,variables,layer,accuracy
601,58,[0],conv2,0.9459999799728394
602,58,[0],conv3,0.9160000085830688
603,58,[1],conv1,0.972000002861023
604,58,[1],conv2,0.9599999785423279
605,58,[1],conv3,0.9390000104904175
606,58,[2],conv1,0.9309999942779541
607,58,[2],conv2,0.9399999976158142
608,58,[2],conv3,0.8989999890327454
609,59,"[0, 1, 2]",conv1,0.9409999847412109
610,59,"[0, 1, 2]",conv2,0.9449999928474426
611,59,"[0, 1, 2]",conv3,0.9319999814033508
612,59,"[0, 1]",conv1,0.9449999928474426
613,59,"[0, 1]",conv2,0.9559999704360962
614,59,"[0, 1]",conv3,0.8989999890327454
615,59,"[0, 2]",conv1,0.9300000071525574
616,59,"[0, 2]",conv2,0.9350000023841858
617,59,"[0, 2]",conv3,0.9330000281333923
618,59,"[1, 2]",conv1,0.9259999990463257
619,59,"[1, 2]",conv2,0.925000011920929
620,59,"[1, 2]",conv3,0.9089999794960022
621,59,[0],conv1,0.9200000166893005
622,59,[0],conv2,0.9160000085830688
623,59,[0],conv3,0.8799999952316284
624,59,[1],conv1,0.949999988079071
625,59,[1],conv2,0.9570000171661377
626,59,[1],conv3,0.9490000009536743
627,59,[2],conv1,0.9470000267028809
628,59,[2],conv2,0.9580000042915344
629,59,[2],conv3,0.9210000038146973
